0.160931174	0.486666667	0.2	0	0	0.35	0.363636364	0	0	0	1	0
0.237854251	0.733333333	0.6	0	1	0.025	0.818181818	0.428571429	0	0	0	1
0.208502024	0.466666667	0.3	0	1	0.3	1	0	0	0	1	0
0.19534413	0.6	0.3	0	1	0.3	0.727272727	0	0	0	1	0
0.301619433	0.533333333	0.1	1	0	0.825	0.272727273	0	0	1	0	0
0.303643725	0.7	0.4	0	0	0.125	0.181818182	0.714285714	0	0	0	1
0.214574899	0.8	0.7	0	0	0.125	0.727272727	0.571428571	0	0	0	1
0.237854251	0.866666667	0.9	0	0	0.05	0.818181818	0.857142857	1	0	0	0
0.259109312	0.866666667	0.8	0	0	0.125	1	0.857142857	1	0	0	0
0.281376518	0	0.3	1	1	0.75	0.363636364	0	0	1	0	0
0.197368421	0.6	0.2	0	1	0.35	0	0	0	0	1	0
0.33805668	0.7	0.8	0	1	0.15	0.181818182	0.714285714	1	0	0	0
0.164979757	0.4	0.3	0	0	0.275	0.636363636	0	0	0	1	0
0.177125506	0	0.1	0	1	0.4	0.545454545	0	0	0	1	0
0.36437247	0	0.3	1	1	0.925	0.909090909	0	0	1	0	0
0.163967611	0.466666667	0.4	0	0	0.275	0.636363636	0	0	0	1	0
0.212550607	0.666666667	0.6	0	0	0.15	0.363636364	0.571428571	1	0	0	0
0.268218623	0.466666667	0.1	1	0	0.825	0.181818182	0	0	1	0	0
0.292510121	0.766666667	0.8	0	1	0.175	0.454545455	0.571428571	1	0	0	0
0.222672065	0.38	0.5	0	0	0.35	0.181818182	0	0	0	1	0
0.177125506	0.766666667	0.8	0	1	0.175	0.363636364	0.571428571	0	0	0	1
0.193319838	0.766666667	1	0	1	0.025	0.636363636	1	1	0	0	0
0.219635628	0.733333333	1	0	1	0	0.727272727	1	1	0	0	0
0.277327935	0.833333333	0.9	0	1	0.1	0.818181818	0.857142857	1	0	0	0
0.263157895	0.833333333	0.8	0	0	0.125	0.272727273	0.428571429	0	0	0	1
0.217611336	0.366666667	0.2	0	1	0.3	0.363636364	0	0	0	1	0
0.215587045	0.8	0.5	0	1	0.125	0.454545455	0.714285714	0	0	0	1
0.244939271	0.8	0.9	0	1	0.125	0.545454545	0.714285714	1	0	0	0
0.159919028	0.4	0.4	0	1	0.4	0	0	0	0	1	0
0.569838057	0	0.3	1	1	0.875	0.181818182	0	0	1	0	0
0.284412955	0.633333333	0.9	0	1	0.075	0.818181818	0.857142857	1	0	0	0
0.240890688	0.8	0.8	0	1	0.2	0.727272727	0.714285714	0	0	0	1
0.571862348	0.733333333	0.9	0	0	0.05	0.818181818	1	1	0	0	0
0.133603239	0.566666667	0.2	1	1	0.775	0.636363636	0	0	1	0	0
0.355263158	0.733333333	0.5	0	0	0.225	0.181818182	0.428571429	0	0	0	1
0.867408907	0.5	0.2	1	0	0.8	0.818181818	0	0	1	0	0
0.192307692	0.766666667	0.7	0	1	0.05	0.181818182	0.571428571	0	0	0	1
0.322874494	0.533333333	0.2	1	1	0.875	0.181818182	0	0	1	0	0
0.163967611	0.286666667	0.1	0	0	0.325	0.272727273	0	0	0	1	0
0.26417004	0.533333333	0.4	1	0	0.925	0.181818182	0	0	1	0	0
0.657894737	0.633333333	0	1	1	0.925	0	0	0	1	0	0
0.220647773	0.846666667	0.7	0	0	0.125	0.818181818	0.428571429	0	0	0	1
0.187246964	0.486666667	0.2	0	1	0.325	0.454545455	0	0	0	1	0
0.206477733	0.786666667	0.8	0	0	0.175	0.545454545	0.714285714	0	0	0	1
0.204453441	0.733333333	0.8	0	0	0.075	0	0.714285714	0	0	0	1
0.196356275	0.566666667	0.2	1	1	0.8	0.454545455	0	0	1	0	0
1	0	0.1	1	1	0.95	0.454545455	0	0	1	0	0
0.301619433	0.866666667	0.8	0	0	0.2	0.818181818	0.428571429	1	0	0	0
0.332995951	0	0.3	1	1	0.925	0	0	0	1	0	0
0.211538462	0.833333333	0.7	0	1	0.1	0.454545455	0.714285714	0	0	0	1
