0.16194332	0.493333333	0.2	0	0	0.325	0.454545455	0	0	0	1	0
0.087044534	0.666666667	0.2	1	0	0.8	1	0	0	1	0	0
0.191295547	0	0.1	1	1	0.875	0.363636364	0	0	1	0	0
0.144736842	0.533333333	0.1	1	1	0.825	1	0	0	1	0	0
0.159919028	1	1	0	0	0.025	0.818181818	1	1	0	0	0
0.21659919	0.866666667	0.8	0	0	0.125	0.454545455	0.857142857	0	0	0	1
0.307692308	0.426666667	0.1	1	1	0.925	0.181818182	0	0	1	0	0
0.901821862	0.533333333	0.4	1	0	1	0	0	0	1	0	0
0.141700405	0.52	0.3	0	0	0.375	0.363636364	0	0	0	1	0
0.199392713	0.733333333	0.6	0	1	0.15	0.909090909	0.428571429	0	0	0	1
0.546558704	0.513333333	0.2	1	0	0.95	0.909090909	0	0	1	0	0
0.185222672	0.466666667	0.2	0	0	0.275	0.545454545	0	0	0	1	0
0.175101215	0	0.1	1	0	0.85	0.818181818	0	0	1	0	0
0.246963563	0.7	0.7	0	0	0.2	0.818181818	0.571428571	1	0	0	0
0.23582996	0.833333333	0.5	0	1	0.1	0	0.571428571	0	0	0	1
0.192307692	0.82	0.7	0	1	0.15	0.636363636	0.571428571	0	0	0	1
0.183198381	0	0.2	0	1	0.35	0.363636364	0	0	0	1	0
0.247975709	0.333333333	0.4	0	0	0.35	0.454545455	0	0	0	1	0
0.231781377	0.846666667	0.7	0	0	0.15	0.272727273	0.857142857	0	0	0	1
0.20951417	0.773333333	0.7	0	0	0.075	0.272727273	0.428571429	0	0	0	1
0.177125506	0.766666667	0.7	0	1	0.225	0.363636364	0.571428571	0	0	0	1
0.227732794	0.553333333	0.2	0	1	0.3	0.272727273	0	0	0	1	0
0.229757085	0.933333333	0.9	0	0	0.075	0.636363636	0.857142857	1	0	0	0
0.171052632	1	0.8	0	0	0.175	0.363636364	0.285714286	1	0	0	0
0.786437247	0.513333333	0.1	1	0	0.85	0.181818182	0	0	1	0	0
0.207489879	0.533333333	0.1	0	1	0.425	0.909090909	0	0	0	1	0
0.243927126	0.866666667	0.7	0	1	0.2	0.363636364	0.571428571	1	0	0	0
0.16902834	0.5	0.2	0	1	0.3	0.090909091	0	0	0	1	0
0.207489879	0.666666667	0.8	0	1	0.175	0.454545455	0.428571429	0	0	0	1
0.293522267	0.9	0.9	0	0	0.15	0.272727273	0.428571429	1	0	0	0
0.243927126	0.486666667	0.1	1	1	0.95	0.363636364	0	0	1	0	0
0.196356275	0	0.2	1	0	0.95	1	0	0	1	0	0
0.324898785	0.8	0.7	0	0	0.175	0.454545455	0.571428571	1	0	0	0
0.204453441	0.833333333	0.6	0	0	0.2	0.181818182	0.857142857	0	0	0	1
0.236842105	0.9	0.8	0	0	0.125	0.636363636	0.714285714	1	0	0	0
0.24291498	0.733333333	0.9	0	1	0.2	0.545454545	0.571428571	0	0	0	1
0.218623482	0.8	0.7	0	1	0.05	0.636363636	0.714285714	0	0	0	1
0.37145749	0	0.3	0	0	0.325	0.272727273	0	0	0	1	0
0.599190283	0.333333333	0.2	1	1	0.8	0.636363636	0	0	1	0	0
0.336032389	0.733333333	0.8	0	1	0.1	0.545454545	0.857142857	1	0	0	0
0.141700405	0	0.5	0	1	0.25	0.818181818	0	0	0	1	0
0.172064777	0.566666667	0.3	0	1	0.3	0.272727273	0	0	0	1	0
0.189271255	0	0.4	0	1	0.45	0.272727273	0	0	0	1	0
0.231781377	0.933333333	0.9	0	0	0.075	0.727272727	0.714285714	1	0	0	0
0.269230769	0.733333333	0.7	0	1	0.2	0	0.285714286	1	0	0	0
0.234817814	0.633333333	0.8	0	1	0.175	0.272727273	0.428571429	1	0	0	0
0.279352227	0.466666667	0.1	1	0	0.85	0.181818182	0	0	1	0	0
0.201417004	0.766666667	0.7	0	0	0.2	0.636363636	0.714285714	1	0	0	0
0.199392713	0.493333333	0.4	0	0	0.4	0	0	0	0	1	0
0.245951417	0.833333333	0.8	0	0	0.1	0.636363636	0.714285714	0	0	0	1
